movie_id,title,language,genre,release_year,decade,running_time_minutes,imdb_rating,rating_category,maturity_rating,plot,plot_word_count,is_rating_imputed,is_year_imputed
M00100,Baba Taraknath,Bengali,Romance,1977,1970s,150,5.5,Average,All,"A complete mythological story based on a simple village life. Sudha a simple girl likes her childhood friend Amar, but they are from different economical background. Amar a rich boy fall in love with Sudha and after their marriage Amar died in an accident. The faith on Baba Taraknath helped Sudha to regain her husband from all obstacles.",58,False,False
M00101,Rajlakshmi O Srikanta,Bengali,Romance,2017,2010s,132,6.2,Good,13+,"A Bengali film about Srikanta crossing paths with Pyaribai and discovers that she is his childhood love, Rajlakshmi.",18,False,False
M00102,Surya IPS,Telugu,Drama,1991,1990s,143,6.9,Good,NR,"Surya IPS is a 1991 Indian Telugu film, directed by A. Kodandarami Reddy and produced by T. Subbarami Reddy. The film stars Venkatesh and Vijayashanti in lead roles. Music of the film was composed by Ilaiyaraaja.",36,False,False
M00103,Dil Jo Na Keh Saka,Hindi,Drama,2017,2010s,125,5.4,Average,13+,"Dil Jo Na Keh Saka is a romantic drama that follows the story of two childhood friends, Jay and Siya, who end up going separate ways to follow their dreams. Eventually, they return to their hometown where they chance upon each other and soon discover that there is more to their relationship than just friendship.",55,False,False
M00104,Champion,Telugu,Drama,1992,1990s,126,6.4,Good,NR,"Champion is a 1992 Indian Telugu film, directed by D V S Raju and produced by D.V.S. Raju. The film stars Vinod Kumar and Shobana in lead roles. Music of the film was composed by Koti.",36,True,False
M00105,Gatham (Kannada),Kannada,Drama,2020,2020s,101,6.1,Good,18+,"Rishi and his girlfriend Adithi are on their way to visit Rishi's father and their car breaks down. A stranger offers them a stay at his house and as their stay extends, there are startling twists. What is Rishi's connection with the stranger, and how does he and his girlfriend come out of the weird situation is the story of Gatham.",61,False,False
M00106,Dirty Dancing,English,Romance,1987,1980s,100,7.0,Good,13+,Patrick Swayze and Jennifer Grey star in this spirit-lifting story about a summer love affair between a naïve 17-year-old girl and a charismatic dance instructor at a Catskills hotel.,29,False,False
M00107,Gatham (Malayalam),Malayalam,Drama,2020,2020s,101,6.1,Good,18+,"Rishi and his girlfriend Adithi are on their way to visit Rishi's father and their car breaks down. A stranger offers them a stay at his house and as their stay extends, there are startling twists. What is Rishi's connection with the stranger, and how does he and his girlfriend come out of the weird situation is the story of Gatham.",61,False,False
M00108,Ishhya,Marathi,Family,2006,2000s,119,5.5,Average,All,"Vaibhav and Rasika, a happily married couple, get along despite their opposite natures. Their only conflict arises when Vaibhav wants children and Rasika refuses to get pregnant and ruin her figure. What follows is an unexpected turn of events!",39,False,False
M00109,Ek Aur Ekk Gyaraah,Hindi,Drama,1981,1980s,149,6.2,Good,NR,Its a fun masala romp with generous helpings of the recommended masala allowance. There is fiesty Hirni (Zarina Wahab) who wears backless cholis and sells liquor while her smoking hot boy-friend Jaamlia (Vinod Khanna) languishes in prison. Then there is the college-going Rekha (a very subdued Neetu Singh) whose attachment to Hamlet is exemplary -- she goes to bed with it! Her hair goes from ...,66,True,False
M00110,Universal Soldier: Day of Reckoning,Telugu,Action,2012,2010s,105,5.0,Average,18+,"John awakens from a coma to discover his wife and daughter were slaughtered in a brutal home invasion. Haunted by images of the attack, he vows to kill the man responsible: The fight pits John against Andrew Scott and an army of genetically enhanced warriors; meanwhile, he must contend with a UniSol in relentless pursuit.",55,False,False
M00111,Manikarnika: The Queen of Jhansi,Tamil,Action,2019,2010s,140,6.4,Good,16+,Manikarnika – Queen of Jhansi or well known as Lakshmi Bai of Jhansi is her real live story. She was the first woman in history to fight against the British in the cry of Independence.,35,False,False
M00112,Rowdy Baadshah,Hindi,Action,2014,2010s,130,6.4,Good,13+,Sadhu Bhai is a notorious mafia leader who escaped India after various terrorist attacks and conquered the entire Southeast Asia. Baadshah enters the underworld for his father. Sadhu Bhai's partner Crazy Robert captures Baadshah and his father as Baadshah revolts against Sadhu Bhai. But Baadshah easily defeats Crazy Robert.,49,False,False
M00113,Manamulla Marutharam,Tamil,Drama,1958,1950s,147,6.4,Good,NR,"Manamulla Marutharam is a 1958 Indian Tamil film, directed by W. R. Subba Rao and M. S. Ramnath and produced by DPadma Films. The film stars K. Balaji, B. Saroja Devi and K. A. Thangavelu in lead roles. Music of the film was composed by K. V. Mahadevan.",48,True,False
M00114,Dare,Telugu,Drama,2011,2010s,145,5.8,Average,NR,"Dare is a 2011 Indian Telugu film, directed by Ram and produced by G Murali. The film stars Jeeva, Anjali and Karunas in lead roles. The film had musical score by Yuvan Shankar Raja.",34,False,False
M00115,Jeevana Raagam,Telugu,Drama,1986,1980s,135,6.4,Good,NR,"Jeevana Raagam is a 1986 Indian Telugu film, directed by B.V.Prasad and produced by Kodali Bosu Babu. The film stars Shoban Babu, Suhasini and Jayasudha in lead roles. Music of the film was composed by Satyam.",36,True,False
M00116,Sugar Salt Ani Prem,Marathi,Romance,2015,2010s,125,6.2,Good,All,"Salt Sugar Ani Prem is a story of three women Aditi, Soumya, and Ananya  who are also struggling in their respective lives. It so happens that these three women happen to cross paths. The story then develops their relationship and how their friendship gels with sugar, salt and love.",49,False,False
M00117,Evil Eye,English,Action,2020,2020s,89,4.7,Average,16+,Welcome to the Blumhouse! A superstitious mother is convinced that her daughter’s new boyfriend is the reincarnation of a man who tried to kill her 30 years ago.,28,False,False
M00118,Swarg,Hindi,Action,1990,1990s,151,6.7,Good,All,"Swarg Is A Bollywood Hindi Family Drama Film, Directed By David Dhawan, Starring Rajesh Khanna, Govinda And Juhi Chawla In The Lead Roles. Krishna Worships His Master, Sahabji, But Circumstances Lead To His Ouster From The House. He Works Hard, Becomes A Powerful Man And Returns To Restore His Master's Honour.",51,False,False
M00119,Poojaikku Vantha Malar,Tamil,Family,1965,1960s,161,7.5,Excellent,NR,"Suresh and Ravi are intimate friends, who study in the same college. But their friendship runs into trouble when both happen to work for the same company with different grades.",30,False,False
M00120,Bastard,English,Drama,2010,2010s,7,6.4,Good,NR,The short tells the story of a young couple in crisis who finds their way to a desert motel where three odd men plan to meet them for questionable reasons. This film explores what makes the unbelievable believable.,38,True,False
M00121,Karunamoyee,Bengali,Drama,2017,2010s,143,6.8,Good,13+,A Bengali movie about the struggle of a mother with a physically challenged baby. Will her faith give her peace?,20,True,False
M00122,Nayakan,Tamil,Action,1987,1980s,156,8.6,Excellent,18+,"When a small boy sees his father killed in cold blood by a policeman, he kills the policeman and runs away to Bombay. Eventually, how a small boy becomes a Mumbai Don.The film is a life travel of a Mumbai Don.",41,False,False
M00123,Twister,Hindi,Drama,1996,1990s,113,6.4,Good,13+,State-of-the-art special effects stir up this tale of tornado chasers on a perilous quest to test a new sensor device.,20,False,False
M00124,Bal Ganesh 3 (Tamil),Tamil,Family,2015,2010s,68,5.2,Average,7+,"In the third instalment of this popular Indian animated film franchise, we see the elephant-headed Hindu lord Bal Ganesh being adored not just by humans but also by alien kids from a planet named Zeba.",35,False,False
M00125,Goonda,Telugu,Thriller,1984,1980s,137,7.0,Good,NR,"Ravi (Chiranjeevi) is the son of a sincere Police officer (Satyanarayana). Ravi accidentally hurts his neighbour's eyes and become responsible for his blindness. Fearing that his father would scold him, he runs away from home and is brought up by a don in Calcutta, who names him Kalidas. The don dies in an encounter and Kali is asked to leave the world of crime and become a good citizen. Kal ...",71,False,False
M00126,Bazar,Hindi,Romance,2009,2000s,148,6.0,Good,NR,"Love, success or sacrifice? Watch the drama unfold as Parwana an upcoming poet is asked to make the most difficult decision of his life.",24,False,True
M00127,LOL,English,Romance,2012,2010s,92,4.4,Average,16+,"Lola and her friends navigate the peer pressures of high school romance and friendship while dodging their sometimes overbearing and confused parents. When Lola's mom, Anne, ""accidentally"" reads her teenage daughter's racy journal, she realizes just how wide their communication gap has grown. Through hilarious and heartfelt moments between mother and daughter.",52,False,False
M00128,Amari Duniya Tamari Duniya,Gujarati,Romance,2007,2000s,133,6.5,Good,All,"Acclaimed actor Anantray Vidhayapati (Siddharth Randeria) bids adieu to the world of theater. Blindfolded by love and trust, he distributes his wealth among his children. Eventually, young children consider parents to be burden. Self respecting elderly parents have no choice but to walk away in search of a new world. A kind of drama that leaves your eyes moist and your soul cleansed.",63,True,False
M00129,Project Y,English,Documentary,2020,2020s,44,6.4,Good,13+,"This film documents an experiment carried out by two friends. They get together five athletes and make them go through tests as they train for the most difficult gravel race ever. The experiment wants to find out why people endure pain caused by strenuous training to prepare for athletic events. Watch the documentary, as what the friends find out will baffle you.",62,True,False
M00130,Robin Hood,English,Action,2010,2010s,140,6.6,Good,13+,"The untold story of the man behind the legend. A thrilling action adventure with Academy Award® winner Russell Crowe and director Ridley Scott at ""their most entertaining since Gladiator.""",29,False,False
M00131,Mardaani,Hindi,Thriller,2014,2010s,113,7.3,Good,18+,"India is the world's hub for child sex trafficking. Shivani Shivaji Roy, Senior Inspector, Crime Branch, Mumbai Police, sets out to confront the mastermind behind a child trafficking mafia, who makes the mistake of kidnapping and smuggling a teenage girl, Pyari. What follows is a cat and mouse game between a fearless cop and a young and ruthless mafia kingpin in a war which is very personal.",67,False,False
M00132,Simham Puli,Telugu,Drama,2011,2010s,154,6.4,Good,NR,"Simham Puli is a 2011 Indian Telugu film, directed by Sai Ramani and Produced by Nagamalla. Shankar. The film stars Jeeva, Divya Spandana, Honey Rose, Santhanam, Pandu and Ponvannan in lead roles. The music of the film was composed by Mani Sharma.",42,True,False
M00133,Go For Goals,Bengali,Romance,2017,2010s,101,6.8,Good,13+,"A sports drama about Bengalis’ love for football, through the story of five friends who want to become footballers.",19,True,False
M00134,Autograph,Bengali,Drama,2017,2010s,132,7.4,Good,13+,"Film maker Shuvabrata wants to cast superstar Arun Chatterjee in his debut film. As the camera starts rolling, real meets reel.",21,False,False
M00135,The Cabin Guard,Bengali,Thriller,2019,2010s,85,4.9,Average,13+,This Bengali film that describes the journey of a man - from anger to murders. Where will the bloody journey end?,21,False,False
M00136,Ondu Hennina Kathe,Kannada,Drama,1972,1970s,147,7.1,Good,NR,"Ondu Hennina Kathe is a 1972 Indian Kannada film, directed by B R Panthulu and produced by B R Panthulu. The film stars M V Rajamma, Jayanthi, B V Radha, Rajesh, Sudarshan, Narasimharaju, Padma, Indrani, Kamalamma in lead roles. The film has musical score by T G Lingappa.",48,True,False
M00137,The Forgotten Genocide: Europe's Gypsies in World War II,English,Action,2020,2020s,75,8.2,Excellent,13+,"Far from the stereotype of uncivilized nomads, the Gypsies are a vibrant community whose way of life influenced high fashion and art and gave the world artists like Chaplin and Picasso. What is even lesser known is the shocking truth of the Gypsy Genocide in World War 2. Branded as anti-social, sent to Nazi camps and massacred in millions, survivors reveal the chilling details of the bloody event.",68,False,False
